,accX,accY,accZ,gyroX,gyroY,gyroZ,pitch,roll,time,timestamp,yaw,initVy,initVx,endVy,endVx,begin_idx,end_idx,calcVy,calcVz,calcVx,deltaVy,deltaVx,deltaT,calcY,calcX,FC
0,0.0011457298422624176,0.057389880828966726,0.025502256734721514,0.009591766264484528,0.2400315441846013,-0.5617347590815704,1.467322759902666,1.7746076847860641,2017-12-05 01:02:58.646,2017-12-04 17:02:58.646 -0800,2.22556882603089,0,-0.06179082349897275,0.0,-0.06243137274671262,55,105,-2.036372996884231,0.19391583933754733,0.22744802074804568,2.036372996884231,-0.28987939349475833,1.6666666666666667,-0.20807562413062924,-1.1732097151761196,-0.20721942140410368
1,-0.5583633871224185,-0.233354018538143,0.17153041427670515,-0.06968964783746157,0.34606432251381136,-0.5675579340610238,1.456092535080224,1.666696363400224,2017-12-05 01:03:00.189,2017-12-04 17:03:00.189 -0800,2.372662183879377,0,-0.06243137274671262,0.0,-0.06471985106234697,105,149,-1.8597658590397297,-0.16766763978244079,0.2755382395021667,1.8597658590397297,-0.34025809056451367,1.4666666666666666,-0.1288579755469124,-1.0821685872866185,-0.12768820241677964
2,-0.23562369286832163,0.006957042687061016,-0.04308427254131018,-0.013091375539650469,0.020282260534422506,-0.5883622823849725,1.4887285132616082,1.7310105812685341,2017-12-05 01:03:01.658,2017-12-04 17:03:01.658 -0800,2.39595730724889,0,-0.06471985106234697,0.0,-0.045678074064745576,149,195,-1.7195621621310653,-0.0425204287833043,0.7385927561953192,1.7195621621310653,-0.7842708302600647,1.5333333333333334,-0.3188880592904423,-1.2420601880757292,-0.3168159421777289
3,0.395900412099328,0.40919763383820396,-0.8102098696587289,0.15206819407141992,-0.4080646656131323,-0.4152552187704143,1.467822018126887,1.561785754029871,2017-12-05 01:03:03.209,2017-12-04 17:03:03.209 -0800,2.7973456917512833,0,-0.045678074064745576,0.0,-0.06931940809863181,195,241,-1.781822200953827,-0.09162021039276268,0.1721515667942062,1.781822200953827,-0.24147097489283803,1.5333333333333334,-0.28411145221176104,-1.1483538201117072,-0.28307733025342163
4,0.0014520455689983449,-0.2110584250848781,0.28119891171039785,0.09713622974115188,-0.08493611692946748,-0.6301764372602892,1.4203192038731298,1.527349510272077,2017-12-05 01:03:04.746,2017-12-04 17:03:04.746 -0800,2.804102561716987,0,-0.06931940809863181,0.0,-0.06322245160163646,241,284,-1.7257081236644507,0.07608043290961501,-0.1226245770377963,1.7257081236644507,0.059402125436159844,1.4333333333333333,-0.19032695052460333,-0.9435408073389032,-0.18920335229804583
5,0.16963724678694275,-0.05144881658697397,-0.053139099793827235,-0.060903546296758246,0.05551404933052151,-0.5747495600148769,1.471023748826568,1.8113874849219131,2017-12-05 01:03:06.184,2017-12-04 17:03:06.184 -0800,2.508742661313786,0,-0.06322245160163646,0.0,-0.0778137017550351,284,329,-1.736978858732019,-0.22399097056078035,0.49889098343465044,1.736978858732019,-0.5767046851896855,1.5,-0.22961417264800985,-1.113040218653038,-0.22815461533406559
6,0.008030259982269508,0.030791265833582066,-0.2344951605984488,0.032891040199319994,-0.0691696368809004,-0.7073972886821372,1.420469827425853,1.733520385688864,2017-12-05 01:03:07.694,2017-12-04 17:03:07.694 -0800,2.505017016911372,0,-0.0778137017550351,0.0,-0.045014361326606155,329,373,-1.4582370353535439,-0.020694910624175628,0.3355939299107213,1.4582370353535439,-0.3806082912373274,1.4666666666666666,-0.17570862402508033,-1.0046397735718458,-0.17452988259751692
7,-0.019524817811812305,0.07910115055514774,-0.49874897990984834,-0.01230827267761311,0.09702156106808385,-0.4092214666055105,1.4983699692933292,1.738917859154859,2017-12-05 01:03:09.172,2017-12-04 17:03:09.172 -0800,2.6925261992630887,0,-0.045014361326606155,0.0,-0.05462385397327949,373,421,-1.330743357885987,-0.24557661577171824,0.5337624022215938,1.330743357885987,-0.5883862561948733,1.6,-0.20231115449235013,-1.187794437960197,-0.2014744429555353
8,0.18240048954106994,-0.038401253807095324,0.2613389300645324,0.011676586046765119,0.28178883440319363,-0.4965804906661772,1.455148283368608,1.633838336462883,2017-12-05 01:03:10.781,2017-12-04 17:03:10.781 -0800,2.7305679717144513,0,-0.05462385397327949,0.0,-0.017239787479630727,421,463,-1.4319986087380643,-0.11055968561181496,0.025578009626762203,1.4319986087380643,-0.04281779710639293,1.4,-0.24668207510619558,-0.8901063322790139,-0.24520437206831627
9,0.09854568758850138,0.14467260250283312,-0.4852584964880313,0.03514410358082248,-0.7314817709248352,-0.1567253407239157,1.5121159677386966,1.9642414542810682,2017-12-05 01:03:12.190,2017-12-04 17:03:12.190 -0800,2.4116525117307765,0,-0.017239787479630727,0.0,-0.02747082810978942,463,509,-1.5131124558336844,-0.15771550294263198,0.18087878080183165,1.5131124558336844,-0.20834960891162108,1.5333333333333334,-0.017697918927925806,-1.057826835679608,-0.03741365132918229
