,accX,accY,accZ,gyroX,gyroY,gyroZ,pitch,roll,time,timestamp,yaw,initVy,initVx,endVy,endVx,begin_idx,end_idx,calcVy,calcVz,calcVx,deltaVy,deltaVx,deltaT,disY,disX,FC
0,0.2659474386395048,0.013898910029302054,-0.46930696574003494,0.1544463682422606,0.14345533429734655,1.1673908554285624,1.502905936498834,-2.056947849797167,2017-12-05 23:37:53.689,2017-12-05 15:37:53.689 -0800,0.2114358489898854,0,0.11673908554285624,0.0,0.016413758525803724,34,67,-2.5536166217619387,-0.2796995862106613,0.6832003754015811,2.5536166217619387,-0.6667866168757773,1.1,0.21469536374853967,-1.1323729706717571,-0.011594509486728945
1,-0.33324937889630446,0.21725974534237424,-0.15706397927973476,0.1253193357253737,0.0656756900013272,0.16413758525803723,1.454902991667395,-1.921500910886319,2017-12-05 23:37:54.862,2017-12-05 15:37:54.862 -0800,0.07740651535461616,0,0.016413758525803724,0.0,-0.07731912718297128,67,99,-2.0360222083780477,-0.05300119485471328,-0.11235818617107975,2.0360222083780477,0.03503905898810847,1.0666666666666667,0.22711592201404018,-1.1424951584297898,-0.03888986543711611
2,0.4182801377137487,-0.19505190874221034,-0.5768483613902979,-0.06531844408027414,0.09529123902762522,-0.7731912718297127,1.414470835168308,-1.9002512404869731,2017-12-05 23:37:55.963,2017-12-05 15:37:55.963 -0800,0.02010861543463052,0,-0.07731912718297128,0.0,-0.10402350218896186,99,135,-2.1441796220864395,0.33933010817483816,1.0427366935872033,2.1441796220864395,-1.1467601957761653,1.2,0.19460260837952867,-1.6555047442618225,-0.010394408465447426
3,0.05014507930118325,-0.1836286199076627,-0.270896215680405,-0.049462127436235015,0.14740437758630892,-1.0402350218896186,1.4633803665373382,-1.8125055788026783,2017-12-05 23:37:57.089,2017-12-05 15:37:57.089 -0800,-0.0557904825643654,0,-0.10402350218896186,0.0,-0.11453683393442089,135,169,-2.095349110251528,-0.4971448986608615,-0.3508465769668176,2.095349110251528,0.2363097430323967,1.1333333333333333,0.10652261689136118,-1.34915632720386,-0.010467078543991473
4,0.6554282023762266,-0.07725804171793821,-0.5862390377023329,-0.1348922091847149,-0.20116516289937084,-1.145368339344209,1.5025221113142668,-2.071996664320308,2017-12-05 23:37:58.218,2017-12-05 15:37:58.218 -0800,0.1793609411445274,0,-0.11453683393442089,0.0,-0.11369805334935877,169,203,-2.247009259298087,0.3308191054912784,0.5429134937442369,2.247009259298087,-0.6566115470935957,1.1333333333333333,0.02020311787307354,-1.3685739471127172,-0.0005942093492080452
5,0.20432761372024416,-0.05940400024794139,-0.2911906067645811,-0.06406478228894563,0.0550014268923375,-1.1369805334935876,1.5169810003710817,-2.194159191335188,2017-12-05 23:37:59.348,2017-12-05 15:37:59.348 -0800,0.3547356543848921,0,-0.11369805334935877,0.0,-0.08188813118065542,203,235,-2.702092647331499,0.43498676107772577,0.3421337637427063,2.702092647331499,-0.42402189492336173,1.0666666666666667,0.1619006240709556,-1.4630009413686094,-0.007408737557088775
6,0.33292943522105517,-0.09701429490922756,0.3055459071763613,-0.015679485522482328,-0.24289941241931004,-0.8188813118065542,1.4856642201169368,-2.004539266304105,2017-12-05 23:38:00.413,2017-12-05 15:38:00.413 -0800,0.1713715752279782,0,-0.08188813118065542,0.0,-0.05948235117384834,235,269,-2.002329837333595,0.37559444106360806,-0.25007368606273733,2.002329837333595,0.190591334888889,1.1333333333333333,0.08392137845309026,-1.176117681733465,-0.004398852355890917
7,-0.4406710796869198,0.0846053051902913,-0.5434188056095208,0.0656919301232664,0.08734605181547676,-0.5948235117384834,1.5231737735200022,-1.8101722352736582,2017-12-05 23:38:01.596,2017-12-05 15:38:01.596 -0800,-0.008223065651448735,0,-0.05948235117384834,0.0,-0.014179835604147343,269,303,-1.9771777103604693,-0.13527455580959746,0.8902022236793651,1.9771777103604693,-0.9043820592835125,1.1333333333333333,-0.0896217009884365,-1.2863311243529738,-0.0005612245197016211
8,-0.304735558192552,0.11939014362467418,-0.30140000467333744,0.04674509206792426,-0.11633645325062764,-0.14179835604147342,1.49710602433675,-2.067684805096087,2017-12-05 23:38:02.704,2017-12-05 15:38:02.704 -0800,0.1883971944161284,0,-0.014179835604147343,0.0,-0.0024734155653613346,303,335,-2.4428242316888413,0.47730073956462493,-0.6236138589339754,2.4428242316888413,0.6211404433686141,1.0666666666666667,0.02830625231825413,-0.8766028158107164,-0.0008845703849454415
9,0.47002157023446045,-0.3867500554060749,-0.1726245726537205,0.08497727604438239,0.2842559843727173,-0.024734155653613345,1.5044979006964332,-1.8714657344627958,2017-12-05 23:38:03.762,2017-12-05 15:38:03.762 -0800,0.062110266499070914,0,-0.0024734155653613346,0.0,-0.008387119273542786,335,368,-2.355287707156807,-0.24744682423822528,1.1525100809285835,2.355287707156807,-1.1608972002021263,1.1,0.10145088393624718,-1.2638333038128196,-0.004199182212085562
10,0.5877805853388103,-0.06907408845603413,0.013049646562919709,0.08476055867762541,0.10576656415109797,-0.08387119273542785,1.452832489419904,-1.870721451421147,2017-12-05 23:38:04.869,2017-12-05 15:38:04.869 -0800,0.06392770181187334,0,-0.008387119273542786,0.0,-0.06603915266191983,368,402,-1.760064008015573,-0.2861442702628237,-0.8679022975878314,1.760064008015573,0.8018631449259116,1.1333333333333333,0.03613677036277788,-0.772692557803686,-0.0010628461871405258
