,accX,accY,accZ,gyroX,gyroY,gyroZ,pitch,roll,time,timestamp,yaw,initVy,initVx,endVy,endVx,begin_idx,end_idx,calcVy,calcVz,calcVx,deltaVy,deltaVx,deltaT,calcY,calcX,FC
0,-0.4805674655869655,-0.5795325308641586,-0.002609220181563246,0.33495566350273326,-0.21177412930691966,0.02128513360154173,1.455628269233642,2.824801291006983,2017-12-05 22:21:30.213,2017-12-05 14:21:30.213 -0800,1.595853572656745,0,0.0031927700402312595,0.0,-0.019543789665831385,53,91,-2.9694457392929268,1.4640045044409389,1.215572262949474,2.9694457392929268,-1.2351160526153055,1.2666666666666666,0.31887969249511444,-2.1291095851871598,0.0
1,-1.0896217306603355,-0.2890809668583728,-2.318172821265731,0.3830961252644248,0.24261669605531647,-0.13029193110554257,1.4363230093581594,-2.8526354482601564,2017-12-05 22:21:31.337,2017-12-05 14:21:31.337 -0800,0.8718711436043527,0,-0.019543789665831385,0.0,-0.010689684381097408,91,131,-1.419342988601351,1.012742805489584,0.7148347593681981,1.419342988601351,-0.7255244437492955,1.3333333333333333,-0.14632655035970463,-1.246666354209305,-0.14500800416377138
2,0.12351724796578523,-0.16592321925782555,-0.17546503753334924,0.4660571918359624,-0.08225178136893686,-0.07126456254064939,1.4464883504458168,-2.9901327062783816,2017-12-05 22:21:32.537,2017-12-05 14:21:32.537 -0800,0.8887443211360035,0,-0.010689684381097408,0.0,0.007507796348898189,131,168,-1.6674595963240912,0.7248351920621778,0.2138560061253924,1.6674595963240912,-0.2063482097764942,1.2333333333333334,0.10510417885100894,-0.7551179206879723,-0.036433032268775124
3,-0.22269903361726245,-0.3686629886118198,0.27187445743054417,0.3960102238332736,-0.051326330430834746,0.05005197565932126,1.4464510116993583,2.757421536337362,2017-12-05 22:21:33.741,2017-12-05 14:21:33.741 -0800,1.5329612581454162,0,0.007507796348898189,0.0,0.005805029099933654,168,202,-1.9079692015595326,0.6320359414039669,0.6360268700921838,1.9079692015595326,-0.6302218409922502,1.1333333333333333,0.1363195602802763,-1.2177827453402477,-0.05392382338531337
4,-0.9143886700603027,0.2892061751497752,-1.7025358992013924,0.4719478518934227,0.07773972726344322,0.038700193999557694,1.437689927481447,-2.859099942044214,2017-12-05 22:21:34.860,2017-12-05 14:21:34.860 -0800,0.8688111022249859,0,0.005805029099933654,0.0,-0.00804106582336908,202,239,-1.2959010496676557,0.170946697245166,-0.26645942103984,1.2959010496676557,0.25841835521647094,1.2333333333333334,0.04369585853708204,-1.0729464216329674,-0.07209296101124514
5,-0.9540701843570667,0.29203751497393426,0.47357408141342966,0.2809620947843329,-0.02187219892202528,-0.0536071054891272,1.4307042213764367,-2.855099180291144,2017-12-05 22:21:36.078,2017-12-05 14:21:36.078 -0800,0.8899535210916542,0,-0.00804106582336908,0.0,0.0003457970016117505,239,276,-1.5603578101985862,0.6395716418726174,-0.2764936168618676,1.5603578101985862,0.2768394138634793,1.2333333333333334,0.1086974826899599,-1.0259718468027264,-0.04300645836536823
6,-1.7034731527928404,-0.4351628735425829,0.08803970281793498,0.34903270883594995,0.33607136001088334,0.002305313344078337,1.4701722416277299,-2.97944213132975,2017-12-05 22:21:37.335,2017-12-05 14:21:37.335 -0800,1.047807370702817,0,0.0003457970016117505,0.0,0.022835401755523357,276,311,-2.2198439665265894,0.4019257202031095,0.26430998230621333,2.2198439665265894,-0.24147458055069,1.1666666666666667,0.2195716971717711,-1.2699302040027403,0.0
7,0.32916522795824943,-0.5082582373306334,-0.34223865241920975,0.3528959425109932,0.03922738409418648,0.15223601170348905,1.414984759859306,-2.950779541883733,2017-12-05 22:21:38.459,2017-12-05 14:21:38.459 -0800,1.0271947967145858,0,0.022835401755523357,0.0,0.06900006248974028,311,346,-1.3889813224445153,-0.08525489954654589,0.853072023534104,1.3889813224445153,-0.7840719610443638,1.1666666666666667,-0.04045593789069157,-1.2167599434130056,-0.12926212596728617
8,-1.0197950512363594,-0.31154757689934615,0.3600020690304348,0.6513288327764459,0.21335744257323133,0.46000041659826857,1.380964354331066,-3.088891459577467,2017-12-05 22:21:39.649,2017-12-05 14:21:39.649 -0800,1.240192453548862,0,0.06900006248974028,0.0,0.052718062253067015,346,379,-1.6064986646408967,-0.4376657622809764,-0.25207692107518515,1.6064986646408967,0.30479498332825217,1.1,-0.08315940134309566,-1.087401762822348,-0.1197916240409629
9,-0.5320859627476572,-0.26854260427552706,-0.2413095510121577,0.42210800552062366,0.20060592301314756,0.3514537483537801,1.44553349858123,2.922884875326396,2017-12-05 22:21:40.706,2017-12-05 14:21:40.706 -0800,1.439638273758308,0,0.052718062253067015,0.0,0.05615876427012636,379,413,-1.5174794725772205,0.5434460982224197,0.12649155493919698,1.5174794725772205,-0.07033279066907061,1.1333333333333333,-0.11129550276259939,-0.8598792695237054,-0.15764761915552397
10,-1.1299314214515346,0.2679097535122664,0.6583837373236656,0.4419230362694344,0.15166192833411096,0.3743917618008424,1.455777911119949,3.0519369945659443,2017-12-05 22:21:41.830,2017-12-05 14:21:41.830 -0800,1.344138511506983,0,0.05615876427012636,0.0,0.004071488567875485,413,453,-1.564643565721309,0.970599742066638,-0.014465064225004801,1.564643565721309,0.018536552792880287,1.3333333333333333,-0.01529909478416783,-1.0445857633749458,-0.09625568099218655
11,0.02783286884393879,0.1260006172544625,0.24191147896924323,0.5850780126694426,0.1634986856416456,0.027143257119169904,1.3978269376199142,3.1346655665432688,2017-12-05 22:21:43.168,2017-12-05 14:21:43.168 -0800,1.301777093930092,0,0.004071488567875485,0.0,-0.09145954431630209,453,484,-1.5876886869076832,0.5769317176234166,0.2747095702861165,1.5876886869076832,-0.3661691146024186,1.0333333333333334,0.10179821815775951,-1.2521639515320553,-0.10488474339424518
12,0.034578247449332716,-0.40490835333559394,-0.9127624022512458,0.4378426086812536,0.5055505069350316,-0.609730295442014,1.4294988482969484,-3.0840428670121813,2017-12-05 22:21:44.211,2017-12-05 14:21:44.211 -0800,1.174943699630755,0,-0.09145954431630209,0.0,-0.21248179472551065,484,520,-0.9439304929668565,0.5400563048493203,0.5423661034323193,0.9439304929668565,-0.7548478981578299,1.2,-0.2059435667051577,-1.411921523866208,-0.20450141333719887
13,-0.9221614201518055,0.22420647131215343,-0.13913829291651025,0.3747650467611676,0.5716707960746183,-1.416545298170071,1.433997755353708,3.1041264282543923,2017-12-05 22:21:45.366,2017-12-05 14:21:45.366 -0800,1.250528897176069,0,-0.21248179472551065,0.0,-0.19838602800085778,520,556,-1.5778812724286133,-0.0917859846837096,-0.2069206000131954,1.5778812724286133,0.008534572012337621,1.2,0.14140448672042022,-1.3218613930046266,-0.03706442876575649
