loggingTime(txt),loggingSample(N),identifierForVendor(txt),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationCourse(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),gyroTimestamp_sinceReboot(s),gyroRotationX(rad/s),gyroRotationY(rad/s),gyroRotationZ(rad/s),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionMagneticFieldCalibrationAccuracy(Z)
2017-12-05 14:20:49.342 -0800,1,BF2B89E4-20AD-4334-A98B-17808832B17C,1512512447.034536,49.27717344098451,-122.9073805409285,343.8093,-1,-1,10,65,-9999,104867.646587,0.2675323486328125,-0.913238525390625,-0.297454833984375,104867.645337,-0.04501754243448142,0.03943715468632939,-0.02137932459893811,104867.610106,-1.945017439947348,0.7738575424285046,1.153174175174653,-0.02148446999490261,0.01697369106113911,-0.01465993747115135,-0.0002444684505462646,-0.004080653190612793,-0.01816058158874512,XArbitraryCorrectedZVertical,0.5457456111907959,-0.2389991879463196,-0.5256344676017761,0.6072458624839783,0.2834628820419312,-0.9140559434890747,-0.2900822460651398,26.65328598022461,-56.41562652587891,-38.04627227783203,2
2017-12-05 14:20:49.343 -0800,2,BF2B89E4-20AD-4334-A98B-17808832B17C,1512512447.034536,49.27717344098451,-122.9073805409285,343.8093,-1,-1,10,65,-9999,104867.680511,0.270660400390625,-0.9007110595703125,-0.283203125,104867.679261,-0.0650208116981756,0.006439523515811598,-0.02437111976753312,104867.645337,-1.942916161446658,0.7735328838742134,1.151654203907149,-0.05147865787148476,0.05972548946738243,-0.0007504494860768318,-0.02130869030952454,0.0003371834754943848,-0.007842659950256348,XArbitraryCorrectedZVertical,0.545707106590271,-0.2379484474658966,-0.5255374312400818,0.6077772974967957,0.2843396961688995,-0.9134384393692017,-0.2911685705184937,26.8549919128418,-56.54629516601562,-38.01583480834961,2
2017-12-05 14:20:49.373 -0800,3,BF2B89E4-20AD-4334-A98B-17808832B17C,1512512447.034536,49.27717344098451,-122.9073805409285,343.8093,-1,-1,10,65,-9999,104867.713242,0.2752532958984375,-0.9262847900390625,-0.2905426025390625,104867.711992,-0.106072374637311,0.1205485193746547,-0.001039698089566935,104867.680511,-1.941576458756326,0.7724699906384126,1.150419985571983,-0.05439097061753273,0.007007162552326918,-0.0155378170311451,-0.01415646076202393,0.01222437620162964,0.009074866771697998,XArbitraryCorrectedZVertical,0.5454208254814148,-0.2374386340379715,-0.5257872343063354,0.6080176830291748,0.2848168313503265,-0.9129354357719421,-0.2922780215740204,26.7072639465332,-56.36406707763672,-38.06070709228516,2
2017-12-05 14:20:49.404 -0800,4,BF2B89E4-20AD-4334-A98B-17808832B17C,1512512447.034536,49.27717344098451,-122.9073805409285,343.8093,-1,-1,10,65,-9999,104867.747166,0.2864227294921875,-0.9142913818359375,-0.3167572021484375,104867.745916,0.04652835372088338,0.04294826626748986,0.003898867835876005,104867.715742,-1.935183591159398,0.7687057709390266,1.148250540066617,-0.09858254343271255,0.1156151443719864,0.01104569062590599,-0.02010613679885864,-0.0193181037902832,0.01724362373352051,XArbitraryCorrectedZVertical,0.5448934435844421,-0.2360210120677948,-0.5255115628242493,0.6092790961265564,0.2850902676582336,-0.9120479226112366,-0.2947704195976257,26.82568740844727,-56.20120239257812,-38.27124786376953,2
2017-12-05 14:20:49.434 -0800,5,BF2B89E4-20AD-4334-A98B-17808832B17C,1512512447.034536,49.27717344098451,-122.9073805409285,343.8093,-1,-1,10,65,-9999,104867.781089,0.283416748046875,-0.9190673828125,-0.31121826171875,104867.779839,-0.07518503231457202,-0.02217401186821775,0.03903368578118239,104867.750916,-1.935042343967634,0.7720962836539463,1.147299691589349,0.05077670142054558,0.0445975698530674,0.01383169181644917,-0.007228165864944458,0.001943826675415039,-0.02556878328323364,XArbitraryCorrectedZVertical,0.5456703305244446,-0.2345895618200302,-0.5248261690139771,0.6097272038459778,0.2866928577423096,-0.9116575717926025,-0.2944232523441315,27.03812026977539,-56.3433837890625,-38.50857925415039,2
2017-12-05 14:20:49.482 -0800,6,BF2B89E4-20AD-4334-A98B-17808832B17C,1512512447.034536,49.27717344098451,-122.9073805409285,343.8093,-1,-1,10,65,-9999,104867.813821,0.301116943359375,-0.905303955078125,-0.2862548828125,104867.812571,0.0008860336946693626,0.02197214425758975,-0.00759373753225194,104867.786147,-1.930934672104663,0.7685108889503202,1.148069033620736,-0.07198469340801239,-0.02272403240203857,0.04898126423358917,0.001991957426071167,-0.001097202301025391,-0.01062744855880737,XArbitraryCorrectedZVertical,0.545317530632019,-0.2348537147045135,-0.5243229866027832,0.6103737950325012,0.2851479351520538,-0.9119734764099121,-0.2949450612068176,26.81471633911133,-56.18675994873047,-38.38514709472656,2
2017-12-05 14:20:49.504 -0800,7,BF2B89E4-20AD-4334-A98B-17808832B17C,1512512447.034536,49.27717344098451,-122.9073805409285,343.8093,-1,-1,10,65,-9999,104867.847744,0.275909423828125,-0.9249420166015625,-0.2907562255859375,104867.846494,0.04353948802948745,0.02096813252662988,0.01686233707405471,104867.821321,-1.926827699882149,0.7650130346839125,1.147803019481034,0.02747769840061665,0.01489607430994511,-0.007383212447166443,-0.0001794397830963135,0.01899623870849609,-0.005901217460632324,XArbitraryCorrectedZVertical,0.5448459386825562,-0.2347017377614975,-0.5241012573242188,0.6110436916351318,0.2842828631401062,-0.9118642807006836,-0.2961159944534302,26.63470840454102,-56.16773986816406,-38.14964294433594,2
2017-12-05 14:20:49.534 -0800,8,BF2B89E4-20AD-4334-A98B-17808832B17C,1512512447.034536,49.27717344098451,-122.9073805409285,343.8093,-1,-1,10,65,-9999,104867.881668,0.2732696533203125,-0.9261932373046875,-0.3100738525390625,104867.880418,-0.05936345859452027,-0.00675484178887698,0.032466596849156,104867.856552,-1.928466803196138,0.7667115337694982,1.149222984022698,0.030783886089921,0.02696364186704159,0.03543546050786972,-0.004864513874053955,-0.009627103805541992,-0.006996989250183105,XArbitraryCorrectedZVertical,0.5452953577041626,-0.2351660281419754,-0.5237181186676025,0.6107926964759827,0.283886730670929,-0.9124462604522705,-0.2946998178958893,26.72286605834961,-56.23359680175781,-38.21186065673828,2
2017-12-05 14:20:49.574 -0800,9,BF2B89E4-20AD-4334-A98B-17808832B17C,1512512447.034536,49.27717344098451,-122.9073805409285,343.8093,-1,-1,10,65,-9999,104867.914399,0.2873382568359375,-0.9156036376953125,-0.2653961181640625,104867.913149,-0.0260441175643209,0.08120830375200423,0.001949966550156018,104867.891725,-1.924076630537937,0.7631218421406466,1.149245935536493,-0.06027152016758919,-0.02598898112773895,0.04786529019474983,-0.006445527076721191,-0.01372230052947998,-0.01664543151855469,XArbitraryCorrectedZVertical,0.5448749661445618,-0.2350750118494034,-0.5233482122421265,0.6115196347236633,0.2828127145767212,-0.912455677986145,-0.2957020103931427,26.87466812133789,-56.53062438964844,-38.28208923339844,2
2017-12-05 14:20:49.604 -0800,10,BF2B89E4-20AD-4334-A98B-17808832B17C,1512512447.034536,49.27717344098451,-122.9073805409285,343.8093,-1,-1,10,65,-9999,104867.948322,0.25848388671875,-0.8911590576171875,-0.3144683837890625,104867.947072,0.08553780473614604,0.1836835467049452,-0.1040310616617653,104867.926957,-1.920446094386513,0.7616070874519895,1.149187571566253,0.007231331430375576,0.1773993223905563,-0.01756757684051991,0.01464134454727173,0.01942640542984009,0.05602610111236572,XArbitraryCorrectedZVertical,0.5448968410491943,-0.2345271110534668,-0.5226675868034363,0.6122923493385315,0.2824015319347382,-0.9124317765235901,-0.2961689233779907,26.64833450317383,-56.13513946533203,-37.98828125,2
