,accX,accY,accZ,gyroX,gyroY,gyroZ,pitch,roll,time,timestamp,yaw,initVy,initVx,endVy,endVx,begin_idx,end_idx,calcVy,calcVz,calcVx,deltaVy,deltaVx,deltaT,disY,disX,FC
0,0.37373026250714886,-0.24676955005722667,0.09649987929099456,0.44437226741169267,1.3592300015389114,0.2910009164479293,1.291000422117949,2.6558372633279816,2017-12-05 23:37:53.146,2017-12-05 15:37:53.146 -0800,1.875068496983258,0,0.029100091644792932,0.0,0.014760196896018683,30,65,-2.8090286230253168,0.11839554750977911,-0.7897922524585257,2.8090286230253168,0.8045524493545444,1.1666666666666667,-0.08719762521945103,-1.0162537032133938,-0.0011579990357028962
1,-0.1993690354927438,-0.3678685832298022,0.6457641673691802,0.15610437699028695,0.1290283938589969,0.14760196896018682,1.29802647988047,2.8315045191763377,2017-12-05 23:37:54.261,2017-12-05 15:37:54.261 -0800,1.597549755741632,0,0.014760196896018683,0.0,0.02371083394191811,65,99,-3.631550084901228,0.8679045752914497,-0.5350872294084746,3.631550084901228,0.5587980633503927,1.1333333333333333,0.036009654744554274,-1.0910145943126284,-0.0010591074924868906
2,-0.21169650967586956,-0.5347936443739725,0.45436513869664885,-0.035703799606491574,-0.9124393183463748,0.23710833941918108,1.273458459262337,2.712957002529555,2017-12-05 23:37:55.381,2017-12-05 15:37:55.381 -0800,1.67319905263386,0,0.02371083394191811,0.0,0.004827763758906986,99,132,-3.3973903128014973,0.3223035918158788,-0.35616531372701954,3.3973903128014973,0.3609930774859265,1.1,0.03033272427067607,-1.0271862002437837,-0.0009191734627477596
3,0.5190990624430035,-0.2531530276592249,0.36751129812850997,-0.08130396928121092,-1.1737246093933735,0.04827763758906986,1.283161358826624,2.90870067137691,2017-12-05 23:37:56.468,2017-12-05 15:37:56.468 -0800,1.48868897329965,0,0.004827763758906986,0.0,-0.008369154773121468,132,167,-2.733483268461144,0.5443508879350986,-0.7553220381176645,2.733483268461144,0.746952883344543,1.1666666666666667,-0.03331388340745679,-0.9946012198938526,0.0
4,-0.2560580739555723,-0.16074107898014414,0.194092574188343,0.03417361049165442,-0.804984005522363,-0.08369154773121468,1.295634192594439,2.9464255259949796,2017-12-05 23:37:57.627,2017-12-05 15:37:57.627 -0800,1.617610048698077,0,-0.008369154773121468,0.0,-0.030755439693233612,167,202,-2.7337875278583486,1.1377948613109257,0.1766470434106429,2.7337875278583486,-0.20740248310387652,1.1666666666666667,-0.05899091282941891,-1.3202737896969234,0.0
5,0.3459995312295838,-0.12641869652580742,-0.30333704179645166,0.06430726704122074,-0.42935501438970447,-0.3075543969323361,1.3049395824091208,2.767069804247813,2017-12-05 23:37:58.777,2017-12-05 15:37:58.777 -0800,1.839806047137374,0,-0.030755439693233612,0.0,-0.04100614512202351,202,234,-3.3253829213892616,0.3545540378112327,-0.7328325135869214,3.3253829213892616,0.6918263684648979,1.0666666666666667,0.10099429475741019,-1.059465291490445,-0.003156071711169069
6,0.7512754826037087,-0.8421731431805273,0.6185618635295386,-0.05819894876654416,-0.8730428713976198,-0.4100614512202351,1.281570328545944,2.934854883989972,2017-12-05 23:37:59.851,2017-12-05 15:37:59.851 -0800,1.631075452878315,0,-0.04100614512202351,0.0,-0.06875608195446607,234,269,-3.034023324800637,1.1280569963691116,-0.4476179483592317,3.034023324800637,0.3788618664047656,1.1666666666666667,0.024564832011963675,-1.1318435816245709,-0.0007018523431989621
7,0.157506275562747,-0.2565642094590198,-0.05456403265558547,-0.0688337198233711,-0.7204974353945194,-0.6875608195446608,1.291373051716893,2.8141374327863753,2017-12-05 23:38:00.988,2017-12-05 15:38:00.988 -0800,1.744345009528068,0,-0.06875608195446607,0.0,-0.11358132083122839,269,303,-2.98326739880193,1.1192751765091888,-0.027379609307658193,2.98326739880193,-0.0862017115235702,1.1333333333333333,-0.0038039426430201803,-1.2195682401667656,0.0
8,0.06453127245361032,0.03845518426168885,0.1652614157573664,-0.1898677687509265,-0.5955476926754442,-1.1358132083122838,1.2789130496857328,2.7231020527261967,2017-12-05 23:38:02.112,2017-12-05 15:38:02.112 -0800,1.8588519259328529,0,-0.11358132083122839,0.0,-0.150808371868359,303,337,-3.099391829229643,0.3514507872551652,-0.09469781143119478,3.099391829229643,-0.05611056043716421,1.1333333333333333,-0.03784005821254897,-1.2074117895567487,0.0
9,0.016704875699218222,-0.5943410064500407,-0.028182926548361905,-0.13576080572321447,-0.9081304284313513,-1.5080837186835898,1.272711348087344,2.6360075390811555,2017-12-05 23:38:03.237,2017-12-05 15:38:03.237 -0800,1.9612680187176592,0,-0.150808371868359,0.0,-0.16509046673569994,337,369,-3.1063594525323532,0.016418845755840072,-0.001989619411356432,3.1063594525323532,-0.16310084732434352,1.0666666666666667,0.05851589575014395,-1.278963961096827,-0.0018286217421919985
10,-0.7248507897238534,-0.23149259496018948,0.2122065639598085,-0.2626603098439918,-0.7344033146618453,-1.6509046673569991,1.287834954887446,2.8299281763248127,2017-12-05 23:38:04.295,2017-12-05 15:38:04.295 -0800,1.723471514386418,0,-0.16509046673569994,0.0,-0.07066239754130217,369,403,-2.86173575173918,0.7885946271441497,0.7656410877426248,2.86173575173918,-0.8363034852839271,1.1333333333333333,-0.04225861725612541,-1.5398259881362528,0.0
