qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.10134434700012207,0.18486309051513672,0.17832064628601074,0.16328692436218262,0.18940949440002441,0.20387649536132812,0.1286022663116455
0.09915709495544434,0.19312310218811035,0.17460417747497559,0.1539773941040039,0.15598201751708984,0.20735406875610352,0.1270582675933838
0.09595823287963867,0.18888163566589355,0.18466496467590332,0.14897441864013672,0.1572582721710205,0.2031092643737793,0.12947845458984375
0.09645557403564453,0.18757390975952148,0.18315434455871582,0.15367841720581055,0.15697360038757324,0.20430827140808105,0.12665081024169922
0.09749555587768555,0.1780710220336914,0.18642377853393555,0.16204380989074707,0.15729141235351562,0.2023487091064453,0.1241004467010498
0.09706521034240723,0.17815089225769043,0.17194414138793945,0.16167736053466797,0.15612316131591797,0.19883012771606445,0.12601280212402344
0.09575366973876953,0.1790471076965332,0.18405389785766602,0.1611158847808838,0.15809845924377441,0.2000894546508789,0.1527245044708252
0.11858296394348145,0.1871356964111328,0.1838219165802002,0.1710340976715088,0.15918183326721191,0.21532630920410156,0.13450026512145996
0.10055851936340332,0.18833398818969727,0.183579683303833,0.15608692169189453,0.15848708152770996,0.2150876522064209,0.1306748390197754
0.10191178321838379,0.19768810272216797,0.19286370277404785,0.16771245002746582,0.169630765914917,0.2151954174041748,0.13391852378845215
0.10437560081481934,0.19451451301574707,0.20192217826843262,0.15892815589904785,0.16543292999267578,0.20996499061584473,0.13268756866455078
0.10559391975402832,0.1953420639038086,0.19694066047668457,0.16963505744934082,0.1664121150970459,0.21595430374145508,0.1478569507598877
0.1051645278930664,0.18968701362609863,0.19046711921691895,0.16963696479797363,0.17091822624206543,0.2227630615234375,0.13997387886047363
0.09978961944580078,0.18656516075134277,0.18627524375915527,0.16441607475280762,0.1649467945098877,0.21743440628051758,0.13212156295776367
0.10257482528686523,0.1935744285583496,0.18179059028625488,0.15508818626403809,0.1592090129852295,0.20570015907287598,0.1361253261566162
0.10356330871582031,0.178267240524292,0.18658232688903809,0.1573188304901123,0.1576073169708252,0.20098161697387695,0.12527680397033691
0.10010266304016113,0.21300888061523438,0.2029743194580078,0.17641448974609375,0.16494059562683105,0.22091460227966309,0.13858819007873535
0.10309028625488281,0.18297648429870605,0.18144512176513672,0.1540539264678955,0.15254569053649902,0.20895624160766602,0.12738943099975586
0.09570717811584473,0.1889197826385498,0.1914668083190918,0.15543222427368164,0.15719318389892578,0.20318126678466797,0.1264791488647461
0.09685373306274414,0.17874646186828613,0.18076872825622559,0.15243911743164062,0.15426898002624512,0.2011265754699707,0.12611699104309082
0.09685754776000977,0.17725229263305664,0.1741185188293457,0.15874814987182617,0.1534736156463623,0.1998300552368164,0.1266469955444336
0.09654498100280762,0.18078851699829102,0.17821168899536133,0.14841341972351074,0.15360164642333984,0.202103853225708,0.12487316131591797
