qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.0989985466003418,0.1902608871459961,0.17356419563293457,0.16692662239074707,0.16321730613708496,0.198836088180542,0.13143157958984375
0.09880995750427246,0.17972660064697266,0.17650628089904785,0.1641380786895752,0.1582028865814209,0.2022700309753418,0.12789297103881836
0.10480117797851562,0.18343019485473633,0.17143511772155762,0.1739649772644043,0.1604464054107666,0.1969621181488037,0.12689948081970215
0.09595155715942383,0.17205333709716797,0.17084407806396484,0.15719079971313477,0.15829944610595703,0.19380640983581543,0.12442564964294434
0.09656476974487305,0.17545557022094727,0.17340564727783203,0.15056109428405762,0.15593981742858887,0.19341325759887695,0.12600255012512207
0.09436821937561035,0.1811962127685547,0.1731870174407959,0.15210723876953125,0.15680670738220215,0.1942434310913086,0.12545561790466309
0.09757399559020996,0.18324565887451172,0.1819460391998291,0.1633446216583252,0.16149520874023438,0.1997666358947754,0.12861275672912598
0.10015130043029785,0.18347454071044922,0.17869281768798828,0.1768805980682373,0.1626284122467041,0.19528484344482422,0.12700581550598145
0.09783387184143066,0.17576098442077637,0.19435572624206543,0.15944552421569824,0.16238164901733398,0.19717121124267578,0.12560367584228516
0.0966646671295166,0.18052291870117188,0.1791858673095703,0.15631890296936035,0.15970063209533691,0.201385498046875,0.12875938415527344
0.10213327407836914,0.17699050903320312,0.18284392356872559,0.1651308536529541,0.16081976890563965,0.19812297821044922,0.12659645080566406
0.09948968887329102,0.17665696144104004,0.1748955249786377,0.16230988502502441,0.15766024589538574,0.19571685791015625,0.1299300193786621
0.09916019439697266,0.17972064018249512,0.18388056755065918,0.16359329223632812,0.1613788604736328,0.20170235633850098,0.12808895111083984
0.09725522994995117,0.17183732986450195,0.18043160438537598,0.16180682182312012,0.15920686721801758,0.19931983947753906,0.12776756286621094
0.0976102352142334,0.17809486389160156,0.18018722534179688,0.17455554008483887,0.16168761253356934,0.19948101043701172,0.12762665748596191
0.09807610511779785,0.18297958374023438,0.17552876472473145,0.17034268379211426,0.1593480110168457,0.19792723655700684,0.12741756439208984
0.09902763366699219,0.18128633499145508,0.1828932762145996,0.16187524795532227,0.16225051879882812,0.20045924186706543,0.1284801959991455
0.09914064407348633,0.1779651641845703,0.1809072494506836,0.16578006744384766,0.16018080711364746,0.20166492462158203,0.1318521499633789
0.09936380386352539,0.18001770973205566,0.1954960823059082,0.1658494472503662,0.16309714317321777,0.20326948165893555,0.1319723129272461
0.10158085823059082,0.17714810371398926,0.1813058853149414,0.16358351707458496,0.1624011993408203,0.19912505149841309,0.1278979778289795
0.09774017333984375,0.1837000846862793,0.17547607421875,0.15725374221801758,0.16139626502990723,0.19854235649108887,0.12696576118469238
0.09871578216552734,0.1780853271484375,0.1748814582824707,0.16769957542419434,0.15910840034484863,0.19568300247192383,0.12744498252868652
0.09711122512817383,0.18410706520080566,0.1721205711364746,0.16125178337097168,0.1610560417175293,0.1963362693786621,0.1265702247619629
0.09650158882141113,0.17676830291748047,0.1771860122680664,0.16330885887145996,0.16097044944763184,0.19825124740600586,0.12743473052978516
0.09590673446655273,0.18287372589111328,0.1776876449584961,0.15889859199523926,0.15826702117919922,0.19565820693969727,0.12608981132507324
0.09628558158874512,0.18078923225402832,0.18759822845458984,0.16272735595703125,0.15816164016723633,0.19359874725341797,0.12563014030456543
0.09524154663085938,0.18177580833435059,0.1714320182800293,0.16642260551452637,0.1669929027557373,0.19584870338439941,0.12434744834899902
0.09394526481628418,0.17360568046569824,0.1776723861694336,0.15740346908569336,0.15940213203430176,0.2052311897277832,0.12598681449890137
0.09636306762695312,0.1841564178466797,0.1820540428161621,0.16163206100463867,0.15595316886901855,0.1959984302520752,0.12447690963745117
0.09480929374694824,0.177293062210083,0.17836666107177734,0.16582798957824707,0.1675276756286621,0.19628310203552246,0.12453699111938477
0.10519695281982422,0.1862778663635254,0.18449664115905762,0.16157937049865723,0.161146879196167,0.19620871543884277,0.12402915954589844
0.09528541564941406,0.17928862571716309,0.17390036582946777,0.15888381004333496,0.16710829734802246,0.20091938972473145,0.12628841400146484
0.09828686714172363,0.18181824684143066,0.17708230018615723,0.15720224380493164,0.16655421257019043,0.2018585205078125,0.12881827354431152
0.09520196914672852,0.18163228034973145,0.18166637420654297,0.18297696113586426,0.15769457817077637,0.19879674911499023,0.12803292274475098
0.10255074501037598,0.17785859107971191,0.1773090362548828,0.16247153282165527,0.15650105476379395,0.1946122646331787,0.1281290054321289
0.10112905502319336,0.18067479133605957,0.182417631149292,0.16868019104003906,0.1669321060180664,0.20427322387695312,0.1257920265197754
0.09510302543640137,0.1743147373199463,0.17509174346923828,0.15835976600646973,0.15934038162231445,0.1951889991760254,0.12808775901794434
0.09529304504394531,0.18825888633728027,0.17573833465576172,0.16329097747802734,0.15743374824523926,0.1982884407043457,0.1302480697631836
0.0989065170288086,0.18350577354431152,0.17612719535827637,0.16863441467285156,0.16468071937561035,0.19890642166137695,0.12835311889648438
0.0969076156616211,0.18995451927185059,0.18278288841247559,0.16757512092590332,0.1578221321105957,0.19786667823791504,0.1270601749420166
0.09775900840759277,0.17750191688537598,0.1788954734802246,0.1647191047668457,0.16084623336791992,0.19711804389953613,0.1271069049835205
0.09648418426513672,0.1744997501373291,0.17777276039123535,0.16411495208740234,0.15940117835998535,0.19656777381896973,0.12718534469604492
0.09584832191467285,0.17775249481201172,0.1778273582458496,0.15876460075378418,0.16289472579956055,0.19642114639282227,0.12714242935180664
0.09638762474060059,0.18003463745117188,0.17814970016479492,0.15567350387573242,0.15833044052124023,0.19700074195861816,0.12680959701538086
0.09759020805358887,0.17575311660766602,0.18376922607421875,0.16575884819030762,0.15863680839538574,0.19753193855285645,0.12662053108215332
0.09653449058532715,0.1745154857635498,0.17381978034973145,0.16316938400268555,0.1588444709777832,0.19639253616333008,0.12762928009033203
0.10052204132080078,0.17773723602294922,0.17977499961853027,0.1686999797821045,0.16818547248840332,0.19691920280456543,0.12880277633666992
0.0977935791015625,0.19003510475158691,0.18275833129882812,0.1770920753479004,0.15801525115966797,0.199263334274292,0.13046789169311523
0.09987092018127441,0.1778876781463623,0.17202305793762207,0.16250276565551758,0.16031360626220703,0.1972644329071045,0.12663555145263672
0.0996100902557373,0.1864006519317627,0.17589449882507324,0.15881776809692383,0.15862488746643066,0.20131874084472656,0.13112616539001465
