qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.09685564041137695,0.17782068252563477,0.1690235137939453,0.15901494026184082,0.1534559726715088,0.2028801441192627,0.12526154518127441
0.09659528732299805,0.18050861358642578,0.1815183162689209,0.1512739658355713,0.166520357131958,0.20538806915283203,0.12613391876220703
0.09864068031311035,0.17720985412597656,0.17124199867248535,0.15808463096618652,0.15305709838867188,0.20393848419189453,0.1271212100982666
0.09774398803710938,0.17676758766174316,0.17464590072631836,0.15964078903198242,0.15737318992614746,0.20448803901672363,0.12629413604736328
0.09710502624511719,0.17786478996276855,0.17066025733947754,0.167510986328125,0.15912461280822754,0.20357990264892578,0.12607717514038086
0.09824728965759277,0.1771240234375,0.17736530303955078,0.1613306999206543,0.15457558631896973,0.20503616333007812,0.12563824653625488
0.09844636917114258,0.174424409866333,0.17180156707763672,0.155165433883667,0.16000843048095703,0.20338702201843262,0.12688207626342773
0.09978389739990234,0.17563724517822266,0.17129039764404297,0.156447172164917,0.1586759090423584,0.2025294303894043,0.1258232593536377
0.09777164459228516,0.1758129596710205,0.17430782318115234,0.15784931182861328,0.16208744049072266,0.20985651016235352,0.12765884399414062
0.098358154296875,0.1891026496887207,0.17812490463256836,0.15835833549499512,0.15819692611694336,0.20851588249206543,0.12888813018798828
0.0993344783782959,0.18114471435546875,0.18657898902893066,0.1637866497039795,0.16284918785095215,0.20674729347229004,0.12745213508605957
0.09980201721191406,0.18729639053344727,0.17551231384277344,0.16964101791381836,0.15908074378967285,0.21035385131835938,0.1318492889404297
0.10104727745056152,0.18065118789672852,0.18006682395935059,0.17067623138427734,0.1617898941040039,0.21004939079284668,0.1305406093597412
0.1011812686920166,0.18423223495483398,0.18921446800231934,0.16512537002563477,0.16453981399536133,0.2072162628173828,0.12932372093200684
0.09870672225952148,0.18069958686828613,0.17978930473327637,0.16558551788330078,0.1574251651763916,0.20493054389953613,0.12569212913513184
0.09890437126159668,0.17740702629089355,0.1791820526123047,0.1594681739807129,0.15954899787902832,0.20479798316955566,0.12759017944335938
0.09755849838256836,0.1828479766845703,0.17207670211791992,0.15229129791259766,0.1568772792816162,0.20470833778381348,0.12567782402038574
0.09874486923217773,0.17576932907104492,0.1795797348022461,0.15628957748413086,0.15819501876831055,0.20719099044799805,0.12569069862365723
0.09863543510437012,0.18895530700683594,0.17712759971618652,0.1528186798095703,0.156419038772583,0.2037827968597412,0.12646007537841797
0.09739470481872559,0.17855501174926758,0.17826342582702637,0.1553668975830078,0.15671277046203613,0.20534443855285645,0.1256258487701416
0.09987926483154297,0.1853771209716797,0.17107033729553223,0.16112041473388672,0.15479540824890137,0.2066049575805664,0.12782907485961914
0.09833312034606934,0.17641329765319824,0.17692017555236816,0.16100287437438965,0.1621098518371582,0.20766162872314453,0.12900924682617188
0.09929132461547852,0.19066739082336426,0.1842801570892334,0.15453529357910156,0.1596074104309082,0.21010136604309082,0.12815618515014648
0.10108041763305664,0.18254756927490234,0.1852893829345703,0.15007495880126953,0.16153931617736816,0.20862913131713867,0.1268327236175537
0.1000356674194336,0.1763007640838623,0.17998719215393066,0.16482901573181152,0.1600942611694336,0.2055068016052246,0.128464937210083
0.10043048858642578,0.17755627632141113,0.1801161766052246,0.1573657989501953,0.15423822402954102,0.20321083068847656,0.12570691108703613
0.0975189208984375,0.17563557624816895,0.17883610725402832,0.16151928901672363,0.15318942070007324,0.20518851280212402,0.12892556190490723
0.1002347469329834,0.1839277744293213,0.17933940887451172,0.16223359107971191,0.15441608428955078,0.20763540267944336,0.12970256805419922
0.09815573692321777,0.1757950782775879,0.18025755882263184,0.15333318710327148,0.15642094612121582,0.2065567970275879,0.13284826278686523
0.09948420524597168,0.18054938316345215,0.18091893196105957,0.15311217308044434,0.15609264373779297,0.2046046257019043,0.12427139282226562
0.09735393524169922,0.17363953590393066,0.1748199462890625,0.16303443908691406,0.16025352478027344,0.20345449447631836,0.1253681182861328
0.09680533409118652,0.1783761978149414,0.17906808853149414,0.16134333610534668,0.1613476276397705,0.209608793258667,0.12549138069152832
0.09982728958129883,0.1802506446838379,0.1776571273803711,0.1606431007385254,0.1554858684539795,0.20566058158874512,0.12448596954345703
0.09621477127075195,0.17898106575012207,0.17738080024719238,0.15708208084106445,0.1556100845336914,0.20560908317565918,0.1278061866760254
0.09884428977966309,0.17246341705322266,0.17661142349243164,0.1569230556488037,0.1581580638885498,0.20337891578674316,0.12571167945861816
0.09700655937194824,0.179307222366333,0.17284393310546875,0.15585875511169434,0.15372133255004883,0.20409107208251953,0.1251692771911621
0.09675312042236328,0.18419528007507324,0.17340970039367676,0.16193866729736328,0.15579748153686523,0.2037642002105713,0.12443161010742188
0.09739470481872559,0.175262451171875,0.17538785934448242,0.1638340950012207,0.15411949157714844,0.20255231857299805,0.12552213668823242
0.09623908996582031,0.17311525344848633,0.1712937355041504,0.14870858192443848,0.1588878631591797,0.20307302474975586,0.12375307083129883
0.09790873527526855,0.17288613319396973,0.16994237899780273,0.14815139770507812,0.15531110763549805,0.20452022552490234,0.1248786449432373
0.097412109375,0.17678594589233398,0.17481112480163574,0.1685326099395752,0.15689611434936523,0.2061002254486084,0.12926506996154785
0.1018073558807373,0.18522024154663086,0.18739962577819824,0.15375947952270508,0.1559765338897705,0.20397186279296875,0.12401556968688965
0.09765219688415527,0.16914796829223633,0.17217636108398438,0.15726423263549805,0.15857863426208496,0.20466160774230957,0.1259467601776123
0.09937691688537598,0.17650771141052246,0.1731736660003662,0.15165972709655762,0.1599719524383545,0.20387959480285645,0.1247556209564209
0.09551477432250977,0.17995619773864746,0.17380356788635254,0.1525559425354004,0.15839290618896484,0.20379281044006348,0.12468481063842773
0.0975656509399414,0.18437457084655762,0.18155121803283691,0.16901564598083496,0.15761113166809082,0.20457887649536133,0.12495732307434082
0.09726500511169434,0.18691277503967285,0.17609858512878418,0.15867018699645996,0.15846872329711914,0.203826904296875,0.12538576126098633
0.09726572036743164,0.1839008331298828,0.17897319793701172,0.17670154571533203,0.1701948642730713,0.2127072811126709,0.13434982299804688
0.10335445404052734,0.18739628791809082,0.18886876106262207,0.1593019962310791,0.15919160842895508,0.20418357849121094,0.12584257125854492
0.09732532501220703,0.1882016658782959,0.17287945747375488,0.15714001655578613,0.15383362770080566,0.2040419578552246,0.12659668922424316
